fbTrue1,fbTrue2,fbTrue3,fbTrue4,fbTrue5,fbTrue6,fbTrue7,fbTrue8,fbTrue9,fbTrue10,fbTrue11,fbTrue12,fbTrue13,fbTrue14,fbTrue15,fbTrue16,fbTrue17,fbTrue18,fbTrue19,fbTrue20,fbTrue21,fbTrue22,fbTrue23,fbTrue24,fbTrue25,fbTrue26,fbTrue27,fbTrue28,fbTrue29,fbTrue30,fbTrue31,fbTrue32,fbTrue33,fbTrue34,fbTrue35,fbTrue36,fbTrue37,fbTrue38,fbTrue39,fbTrue40,fbTrue41,fbTrue42,fbTrue43,fbTrue44,fbTrue45,fbTrue46,fbTrue47,fbTrue48,fbTrue49,fbTrue50,fbTrue51,fbTrue52,fbTrue53,fbTrue54,fbTrue55,fbTrue56,fbTrue57,fbTrue58,fbTrue59,fbTrue60,fbTrue61,fbTrue62,fbTrue63,fbTrue64,fbTrue65,fbTrue66,fbTrue67,fbTrue68,fbTrue69,fbTrue70,fbTrue71,fbTrue72
0.45543087,-0.44620794,0.88710546,0.44179067,-0.5014641,0.8034308,0.4671561,-0.39892995,0.79167974,0.5102654,-0.45991915,1.0032984,0.43035373,-0.6059964,0.4351479,0.31247777,-0.23172073,0.48979595,0.46241045,-0.45548713,1.1445612,0.6164313,-0.6507833,0.07482672,0.37990665,-0.3595079,0.11355996,0.450558,-0.45390296,1.2019417,0.4791391,-0.6275739,0.050070465,0.3194036,-0.25592247,0.027084827,0.4339813,-0.4406876,1.4084581,0.42673552,-0.51912767,1.3100225,0.46153358,-0.37776738,1.3164399,0.37442124,-0.44150245,1.4850816,0.42044434,-0.63594764,1.350157,0.48081815,-0.26969093,1.3553658,0.36373836,-0.8625568,1.2749239,0.51312804,-0.04222861,1.2606674,0.17453712,-1.0202899,1.3258836,0.34670216,0.15320884,1.233059,0.09072256,-1.0585325,1.379584,0.06847638,-1.0747795,1.3972902
0.49558172,-0.46294153,0.85735035,0.4757293,-0.5187927,0.7753304,0.50230825,-0.41691947,0.76083356,0.5572101,-0.4765253,0.97010255,0.4222493,-0.61046016,0.40732634,0.34420338,-0.2595719,0.4554441,0.50763154,-0.47231352,1.1107764,0.6221614,-0.6492915,0.053788066,0.49875683,-0.42043462,0.11978626,0.49548948,-0.47066003,1.1680943,0.4820182,-0.63080674,0.049441278,0.45106032,-0.3191195,0.023200572,0.4786951,-0.4588401,1.3746777,0.47194713,-0.5366952,1.2757435,0.5059684,-0.39519054,1.2830789,0.41734046,-0.45817894,1.4498732,0.46492532,-0.65501606,1.3110725,0.52547634,-0.28583682,1.3181336,0.41090685,-0.88304865,1.2381998,0.5631643,-0.06534101,1.2099116,0.22445485,-1.0464852,1.2806009,0.38715345,0.12095015,1.1787448,0.14076564,-1.0881312,1.331912,0.1186901,-1.105299,1.3489506
0.53055054,-0.46337754,0.85646904,0.5085938,-0.5196125,0.7752516,0.53653234,-0.41829708,0.7594601,0.5936577,-0.47695798,0.96840066,0.42101422,-0.6142447,0.4146068,0.39101112,-0.27649614,0.4405021,0.54657656,-0.47419637,1.1099657,0.62073505,-0.6505493,0.060692072,0.6123016,-0.43939182,0.14567125,0.53545177,-0.47294468,1.1674999,0.4806718,-0.63339186,0.05127877,0.5651403,-0.35213345,0.03598857,0.52246106,-0.46562076,1.3745652,0.51427317,-0.5413887,1.2741307,0.5476825,-0.39988244,1.2838581,0.46096218,-0.46457052,1.4496385,0.50865966,-0.6605228,1.3068845,0.56848454,-0.29118913,1.3201993,0.4583972,-0.89176995,1.2418789,0.6145239,-0.07226612,1.2120147,0.2766588,-1.0599748,1.28606,0.43262577,0.10698058,1.1740769,0.19346994,-1.1032368,1.336845,0.17169437,-1.1206889,1.3539803
0.5667982,-0.45352,0.88082385,0.5512382,-0.5105642,0.7986984,0.5746558,-0.4079194,0.78419256,0.6256366,-0.4642045,0.9953643,0.4666677,-0.619352,0.44134262,0.46193203,-0.2692452,0.4509044,0.57946515,-0.46188125,1.1372365,0.620239,-0.6482495,0.06445688,0.7063507,-0.41907227,0.16763568,0.568996,-0.46058077,1.1948925,0.47985017,-0.6366675,0.05190617,0.6636708,-0.33092254,0.05683607,0.55895334,-0.4551953,1.4021811,0.55004644,-0.5301607,1.3012071,0.5822038,-0.38841972,1.3117054,0.49763048,-0.45497546,1.4774053,0.5473271,-0.649526,1.333484,0.60552084,-0.28155118,1.3517437,0.50452554,-0.8822784,1.2685099,0.6660044,-0.06274706,1.250663,0.33182073,-1.0578856,1.3195868,0.48095104,0.114539504,1.2193532,0.25151944,-1.1032875,1.3730797,0.23084831,-1.1211553,1.39113
0.60722643,-0.43149924,0.92438376,0.60201705,-0.48594072,0.8392384,0.61867017,-0.3813495,0.83040076,0.65818954,-0.4428241,1.042579,0.54056096,-0.60257983,0.47964346,0.5538464,-0.25902975,0.478472,0.6132416,-0.4429921,1.1848624,0.62122256,-0.63582593,0.081083,0.79509676,-0.37784255,0.17828608,0.6030937,-0.44145977,1.2425702,0.48207906,-0.62895334,0.05674064,0.74645936,-0.29114294,0.0688051,0.5981445,-0.43524253,1.4500196,0.5874645,-0.51074165,1.3496168,0.6184932,-0.36865252,1.3587117,0.53424513,-0.4344412,1.5230638,0.5881334,-0.6302073,1.3816289,0.6430399,-0.26319084,1.4016411,0.5497198,-0.86185163,1.3102663,0.7145666,-0.04416403,1.3085713,0.3791259,-1.0395174,1.3613181,0.5338541,0.13753453,1.277199,0.30138728,-1.0863146,1.4173346,0.28166422,-1.1044314,1.43618
0.6573307,-0.4017686,0.9592939,0.66068804,-0.45326433,0.8722441,0.6654401,-0.34720218,0.8674489,0.70608354,-0.41157568,1.0785525,0.59185517,-0.5647468,0.51234996,0.650188,-0.24659723,0.50321805,0.6567093,-0.41646886,1.2192762,0.62790966,-0.57449615,0.10606545,0.87803817,-0.34068826,0.18437493,0.6446556,-0.4153147,1.2766249,0.49810869,-0.6114199,0.06376833,0.81802213,-0.25308144,0.08145934,0.6371571,-0.40588227,1.4838767,0.6288233,-0.48312232,1.3845819,0.657563,-0.34044287,1.3917532,0.56967515,-0.40424854,1.55361,0.6289436,-0.60226977,1.4177655,0.6802722,-0.23505855,1.4358675,0.5940242,-0.8291886,1.331072,0.7596616,-0.02032575,1.3392346,0.4210955,-1.0051489,1.3801367,0.5908462,0.1704857,1.2974263,0.34605008,-1.052224,1.4394935,0.32716694,-1.0705597,1.4589769
0.70972645,-0.37391612,0.955363,0.71980464,-0.42397058,0.8679918,0.7133726,-0.31796116,0.8640694,0.7574727,-0.37960276,1.0752946,0.62117654,-0.52230567,0.51121056,0.7403086,-0.24097222,0.49479264,0.7027483,-0.38951686,1.213757,0.63673127,-0.44770116,0.110393465,0.9585016,-0.3221606,0.16580921,0.689403,-0.38805127,1.270812,0.5542079,-0.55857235,0.08042365,0.9111255,-0.257928,0.041317463,0.67708015,-0.37511212,1.4776433,0.6725604,-0.45425513,1.3796082,0.698189,-0.3108994,1.3848177,0.6083334,-0.3722279,1.5460887,0.6724285,-0.5732161,1.4134542,0.720454,-0.20407319,1.4255617,0.6401106,-0.7952682,1.3140774,0.8022145,0.0008663386,1.3112559,0.45998338,-0.96340597,1.3646498,0.65073395,0.20491445,1.265719,0.38119513,-1.0074716,1.4214103,0.36090952,-1.0251424,1.4400811
0.76021063,-0.34815946,0.907332,0.7750337,-0.39694878,0.8199214,0.75909406,-0.29194245,0.81613356,0.80789256,-0.34973532,1.0274135,0.64395547,-0.48326585,0.47055346,0.8083515,-0.23333508,0.44578642,0.748484,-0.3616763,1.1637695,0.6718364,-0.2912811,0.11162931,1.022279,-0.3137245,0.113819,0.734995,-0.35927966,1.220759,0.5889575,-0.3952646,0.06347102,0.9257076,-0.24842834,0.022830606,0.71622473,-0.34332472,1.4268938,0.71751475,-0.42422813,1.3302094,0.7375799,-0.2799334,1.3335614,0.64772713,-0.34132212,1.4956199,0.7215681,-0.54307127,1.3642261,0.75896674,-0.17194575,1.3716261,0.69283587,-0.7624814,1.2581084,0.844159,0.022558622,1.2425482,0.5042361,-0.9192879,1.3139255,0.70263684,0.23250148,1.1920402,0.42354327,-0.9587672,1.3713813,0.40249193,-0.9751635,1.3903646
0.8014034,-0.32735312,0.86991185,0.81318605,-0.37105715,0.7794029,0.7931883,-0.26671037,0.7819702,0.8556502,-0.33306736,0.9870454,0.65559024,-0.41632682,0.43327534,0.80512893,-0.22065808,0.4067973,0.7898827,-0.3439054,1.1205447,0.71797293,-0.15255512,0.12832463,1.0296869,-0.3156259,0.08588511,0.7756987,-0.33985543,1.1772715,0.6424753,-0.25357145,0.06432068,0.9249134,-0.2445665,0.009454787,0.7519658,-0.3173191,1.3822771,0.75598764,-0.401316,1.288345,0.7751774,-0.2568661,1.2874504,0.68222326,-0.31218264,1.4495735,0.7626676,-0.5201098,1.322119,0.79701823,-0.14701304,1.3194336,0.743503,-0.7356386,1.206329,0.87932676,0.041462414,1.1799592,0.55108374,-0.88713604,1.2637491,0.73955333,0.2506392,1.121959,0.46610835,-0.9228128,1.3173912,0.4434132,-0.938308,1.3352013
0.83025515,-0.31149247,0.85481656,0.83814466,-0.35362968,0.7631489,0.8207471,-0.24891675,0.7683721,0.8879916,-0.3208293,0.9700335,0.6437366,-0.3556952,0.43316203,0.81644434,-0.21240693,0.39198577,0.81912804,-0.3326551,1.1018777,0.764794,-0.072678804,0.1653769,1.0370955,-0.3163135,0.071133494,0.80495566,-0.32784358,1.1585478,0.66946477,-0.14463693,0.0896467,0.9295907,-0.24287409,0.0010060072,0.779551,-0.29902136,1.3625634,0.785165,-0.38593403,1.2714064,0.80274063,-0.24137723,1.2659981,0.70877206,-0.2929573,1.4286903,0.7911509,-0.5029352,1.3110571,0.820629,-0.12975857,1.2940859,0.77061224,-0.72484183,1.2082813,0.8948099,0.060445607,1.1524159,0.5753839,-0.8748679,1.2597771,0.74959123,0.26969197,1.1101892,0.48568493,-0.90679955,1.3077936,0.46130338,-0.92118895,1.3242512
0.84521294,-0.29959553,0.87075305,0.8451048,-0.34248865,0.77909654,0.8409507,-0.23642191,0.7843257,0.9047495,-0.31587428,0.9842696,0.5954195,-0.31681556,0.48980737,0.8456001,-0.19882853,0.40805024,0.83284223,-0.32186636,1.1148772,0.8008941,-0.05814028,0.25037187,1.037847,-0.3104545,0.071879864,0.8182965,-0.31660563,1.1714127,0.6907829,-0.08681774,0.16638482,0.9278158,-0.24436001,-0.0015581846,0.7912144,-0.28343028,1.374549,0.797652,-0.37227753,1.2853323,0.8151264,-0.22785008,1.2769556,0.72073686,-0.2804557,1.4412069,0.8045735,-0.4871356,1.3306863,0.82824725,-0.1155854,1.3051002,0.77842,-0.7173157,1.2496898,0.89531994,0.08626932,1.1766218,0.58646524,-0.8626714,1.3224828,0.7354857,0.28880075,1.1671548,0.49571168,-0.8936197,1.3691423,0.47101203,-0.90757066,1.3855028
0.85037047,-0.2869962,0.9126942,0.8424983,-0.33632347,0.82468516,0.85997903,-0.23154172,0.8215282,0.9041391,-0.30564496,1.0286976,0.5473143,-0.30053207,0.583282,0.8949746,-0.2062684,0.44582254,0.83243924,-0.3049717,1.1595547,0.81674993,-0.07972724,0.37088656,1.0351814,-0.310169,0.082536876,0.819008,-0.30075264,1.2164521,0.7077168,-0.08149051,0.2808345,0.92832845,-0.24676004,0.0023480058,0.79025656,-0.27359718,1.4202521,0.7976564,-0.3597842,1.3285353,0.8147498,-0.21512443,1.3245103,0.7201249,-0.27647623,1.487278,0.8054546,-0.47372055,1.3760217,0.8244157,-0.10414615,1.3585403,0.7748624,-0.7108704,1.3207824,0.88612723,0.11225263,1.2531171,0.5851908,-0.8439565,1.4186931,0.7140939,0.3040036,1.2701969,0.49796408,-0.8720995,1.4731963,0.47460866,-0.88480675,1.4923122
0.84884036,-0.27977398,0.96282685,0.8340787,-0.3339047,0.8786087,0.8670709,-0.23344146,0.8679601,0.8986684,-0.29737955,1.0807371,0.5119818,-0.2897143,0.67614675,0.91812485,-0.21523514,0.49368727,0.82491565,-0.29051498,1.2102683,0.80697274,-0.11632438,0.45393455,1.0101457,-0.31961054,0.11544442,0.81073934,-0.28708497,1.2670376,0.6978551,-0.09887463,0.36567616,0.9224779,-0.25162816,0.017662764,0.7804958,-0.26586494,1.4713254,0.7877575,-0.34927925,1.3770692,0.80646914,-0.204765,1.3776364,0.7110153,-0.27539808,1.5384134,0.79197824,-0.46257225,1.4265076,0.8124179,-0.09623815,1.4195194,0.76020235,-0.7030062,1.3889694,0.871284,0.13114324,1.338382,0.5725572,-0.8302594,1.4979172,0.68807685,0.30942827,1.3745093,0.49163747,-0.85399246,1.5631847,0.47043988,-0.8652261,1.5854746
0.842573700000001,-0.27726623,0.9902698,0.823592900000001,-0.3326251,0.907711499999999,0.862176840000001,-0.23455527,0.8939876,0.8928737,-0.29465437,1.1080118,0.495212200000001,-0.274720100000001,0.719288349999999,0.906389400000002,-0.210995780000001,0.51914316,0.8220795,-0.28271797,1.2388194,0.757531000000004,-0.136295689999999,0.439128400000003,1.0112156,-0.333139299999998,0.149654029999998,0.8071571,-0.27875543,1.2953626,0.639704170000005,-0.114439375999999,0.364029470000002,0.947868999999997,-0.254940099999999,0.0412998799999984,0.77817774,-0.2587392,1.4999549,0.78199106,-0.34127656,1.4047291,0.80632347,-0.19761723,1.40691,0.70720077,-0.26957273,1.5652552,0.7777605,-0.45552123,1.4519259,0.81112117,-0.0894251300000003,1.4497945,0.739266500000001,-0.6948111,1.4133788,0.8637155,0.1419493,1.375967,0.556662440000001,-0.8239484,1.5285008,0.6786083,0.31549466,1.4236423,0.48152298,-0.8495014,1.5997205,0.46238577,-0.86114,1.6236093
0.828213200000001,-0.27090928,0.974312540000002,0.805218040000001,-0.325084660000001,0.891990070000002,0.843504500000001,-0.226963940000001,0.877804800000002,0.883840740000001,-0.29005128,1.0893551,0.48757896,-0.2656168,0.686420100000003,0.892734939999999,-0.20831013,0.503309850000002,0.821686,-0.27843523,1.2245097,0.657567600000006,-0.13576868,0.338993430000006,1.0445771,-0.34819868,0.157181380000002,0.8084396,-0.2738131,1.281419,0.522997800000007,-0.1279808,0.296203260000004,0.97974855,-0.290391179999998,0.037498236000002,0.78139746,-0.2515502,1.4860444,0.78152126,-0.33470896,1.3912841,0.8113317,-0.19207418,1.3924924,0.71040106,-0.259986880000001,1.5516763,0.7768189,-0.45056236,1.4343321,0.823987959999999,-0.0826869200000003,1.4304645,0.7275351,-0.685564900000001,1.383615,0.873626649999999,0.14493051,1.3439944,0.543264750000001,-0.811147150000001,1.5000075,0.692394259999999,0.3213424,1.3958523,0.472643880000001,-0.838875950000001,1.5749403,0.454827580000001,-0.851521500000001,1.5993338
0.81202346,-0.2605017,0.9221696,0.786279,-0.31252804,0.83927673,0.82752186,-0.21545655,0.82620347,0.8684291,-0.28333572,1.0361549,0.494447,-0.2549808,0.59800404,0.9071319,-0.21631199,0.45650136,0.8157059,-0.27025995,1.1751304,0.52325547,-0.13223293,0.20997685,1.0775257,-0.35959265,0.12054545,0.80419815,-0.2654028,1.2323973,0.38184157,-0.1305653,0.20980793,0.9871682,-0.2924692,0.024636745,0.7819675,-0.24324393,1.4376123,0.7765631,-0.32571512,1.3424063,0.8128504,-0.18459117,1.3438492,0.71231365,-0.2498708,1.5048704,0.7762567,-0.44226173,1.3838077,0.83741194,-0.07711151,1.3814323,0.7225056,-0.67316204,1.3203791,0.89289457,0.14018226,1.2744,0.5320711,-0.79138005,1.434541,0.71198845,0.32086402,1.3102143,0.4579528,-0.81715715,1.506743,0.4387474,-0.82950133,1.5302193
0.79505116,-0.2468368,0.8712526,0.76545954,-0.29247013,0.785914,0.81316745,-0.19785902,0.77770185,0.85026354,-0.2795329,0.9834051,0.5200093,-0.2449329,0.49576843,0.8902053,-0.19974895,0.40745902,0.8027376,-0.26094103,1.1236211,0.39066952,-0.13792579,0.123904526,1.0756993,-0.3806095,0.0987339,0.78955245,-0.25465128,1.1803846,0.2520525,-0.127498,0.14992875,0.9919182,-0.29325184,0.013775885,0.76321,-0.22827452,1.3846121,0.75585926,-0.31175214,1.2904187,0.7996331,-0.17276147,1.2909257,0.6960644,-0.23321882,1.4545137,0.75212985,-0.42878443,1.3302534,0.829851,-0.065862946,1.3259575,0.696604,-0.6563924,1.2571863,0.8920413,0.14756839,1.2149161,0.5077874,-0.7772021,1.3713222,0.7131838,0.333326,1.2275535,0.42435807,-0.80197734,1.4329407,0.4019666,-0.8141504,1.4535031
0.757863,-0.22613399,0.8471955,0.73344135,-0.27110356,0.75989103,0.77669305,-0.17412825,0.75543714,0.8108047,-0.25877878,0.9604524,0.54352355,-0.24306081,0.4284776,0.87685543,-0.19012989,0.39111647,0.7624065,-0.24572136,1.1009943,0.33174813,-0.13574053,0.096670985,1.0808344,-0.37497038,0.096741915,0.74975586,-0.24111514,1.1580404,0.20029801,-0.13555169,0.1488393,0.99699515,-0.29086116,0.0086218715,0.728289,-0.21922655,1.3633658,0.7162368,-0.2999032,1.267236,0.7647964,-0.16254713,1.2704136,0.6619802,-0.22416058,1.4340625,0.7070265,-0.4171788,1.3054311,0.79786503,-0.0573737,1.3079989,0.631846,-0.64094394,1.2383165,0.851951,0.16192351,1.2043929,0.44470474,-0.7715104,1.3441668,0.68259203,0.35668623,1.2107642,0.36128592,-0.80376863,1.4022342,0.33908314,-0.8181655,1.421525
